,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
dev_NsUnfilled,-0.004783902626529293,-0.0795338539609723,0.08716103645824193,-0.04987946619852161,0.13872800974272725,0.161985772298537,0.8811014299305876,-0.008121007775681827,-0.06823896158415273,-0.06551463092793931,-0.041443511725630044,0.048866042529102434,0.02427090348065069,0.028644882085558068,0.031713412330542846
max_NsUnfilled,0.13184000533788787,-0.05971507374261352,0.12731337627314707,-0.028919913327034658,0.03576372246109587,0.008510810068017235,0.8989950901331437,-0.06686339217644985,-0.05904781237702096,-0.07290418747128119,-0.033444517129281044,-0.025324097568476082,-0.08153478451715475,0.0801385755005787,0.06284098708479637
min_NsUnfilled,-0.14046029204264754,-0.008103052264722951,0.007346259449295188,-0.037865093398179804,-0.041035626084261374,0.02314293554520778,-0.004166040493038148,-0.03894082036930446,-0.03627809310345307,-0.06396677556129969,-0.1832140147674382,-0.02785136434321826,0.0075548237245099984,-0.0682880149835006,0.006504629422472887
most_NsUnfilled,-0.28632825020523545,-0.015228969610645453,0.06938711613505372,-0.07464401148382037,-0.07520702550889086,0.38527306209502715,0.4077834676413729,-0.03600952415136091,-0.08591405307889026,-0.041709800821359874,-0.08977892746460216,0.06185784519900244,0.16434829719333285,-0.12918152259274354,-0.08731880770088482
mean_NpUnfilled,0.2641484054992729,0.010329595156844583,-0.27328529922537526,-0.12443344469080612,-0.10512975297155319,-0.04084018745187007,-0.21448068200829337,-0.087606921425046,-0.1559208398274014,-0.03405986039909877,0.6910401531708044,-0.04053076806616563,-0.05770999630495227,0.10947116292206563,-0.02702770841920875
maxdiff_NpUnfilled,0.10454860291229028,0.022955997589226465,0.12492518550262274,-0.0871102343938239,-0.06279018514474227,0.07782220384500116,-0.043374998431488815,-0.0876202821267984,-0.06187198839966176,-0.021766128506030304,0.8789416404534282,0.04878078352074644,-0.048700798329211994,0.05816099579419289,-0.04159076708891294
dev_NpUnfilled,-0.16509735223600502,0.008850969460370966,0.03141874149674826,0.021268048446296414,0.23936311710243305,0.0972585080665686,-0.02369928663776599,-0.00754405391634681,-0.01641800139977268,0.02769665527045754,0.8653702215542685,0.06506231519935184,0.07288576429028931,-0.0511094459654277,-0.03359750944468548
max_NpUnfilled,0.1089364504291705,0.011542958617143254,-0.022877595333600478,-0.14122502745675203,-0.0831088453933486,0.07342878261367637,-0.09895052010591641,-0.0861950086195382,-0.10012135725567271,-0.03656004442183616,0.8647534208989345,0.042353001479897526,-0.05158472150424131,0.08429723975528516,-0.051795456556260576
min_NpUnfilled,0.017681374263247965,-0.03959687035823861,-0.516529981631162,-0.19199649814690573,-0.0727417617939982,-0.013747090613471584,-0.19617991369185692,0.003107416515915072,-0.13571331204874962,-0.052443648268379585,-0.03078814040545842,-0.021523528113983323,-0.011187214032070101,0.09307885567818326,-0.036751276363257986
most_NpUnfilled,0.29678389570682245,0.02755478631649995,-0.24992285489778687,0.0152265379238785,0.1434273494792633,-0.19910795874388873,-0.13295147036449007,-0.09676567618227601,-0.05313096066215833,0.019526516373474398,0.48290764497681304,-0.08026631101851367,-0.1186999472785679,0.05169385219961461,0.04506633816430235
